id_pedido;descricao;data_pgto;quantidade;preco_unitario;id_cliente;ultima_compra
576349;Manual;20/05/2022 15:41;1;2.1;16519;20/05/2022
C576350;SET OF 20 VINTAGE CHRISTMAS NAPKINS;20/05/2022 15:41;16;0.85;17730;11/06/2022
576351;CINAMMON & ORANGE WREATH;20/05/2022 15:51;1;6.75;17235;20/05/2022
576352;BAKING SET 9 PIECE RETROSPOT ;20/05/2022 15:51;6;4.95;16478;20/05/2022
576353;SET 6 SCHOOL MILK BOTTLES IN CRATE;20/05/2022 16:17;24;3.39;15050;20/05/2022
576354;GARDENERS KNEELING PAD KEEP CALM ;20/05/2022 16:17;144;1.45;13881;11/06/2022
576355;SET OF 3 REGENCY CAKE TINS;20/05/2022 16:28;6;4.95;13089;12/06/2022
576356;SOAP DISH BROCANTE;20/05/2022 16:30;12;2.95;15681;27/05/2022
576357;VINTAGE BELLS GARLAND;20/05/2022 16:57;6;2.89;15660;20/05/2022
576358;GARLAND VINTAGE BELLS;20/05/2022 16:58;6;2.89;15660;20/05/2022
576359;JUMBO BAG OWLS;20/05/2022 16:59;100;1.79;14680;20/05/2022
576361;DECORATIVE WICKER HEART MEDIUM;20/05/2022 17:10;6;1.25;14910;12/06/2022
C576360;EGG FRYING PAN IVORY ;20/05/2022 17:10;36;2.08;14910;12/06/2022
576362;VINTAGE CHRISTMAS BUNTING;20/05/2022 17:11;5;4.95;14755;05/06/2022
C576363;CRACKED GLAZE NECKLACE IVORY;20/05/2022 17:23;4;6.95;14794;12/06/2022
576364;VICTORIAN  METAL POSTCARD SPRING;20/05/2022 17:40;8;1.69;15009;02/06/2022
576365;POPPY'S PLAYHOUSE BEDROOM ;20/05/2022 17:55;41;4.95;;#N/D
576366;damages;20/05/2022 18:30;64;0;;#N/D
576367;damages;20/05/2022 18:31;36;0;;#N/D
576368;wet rusty;20/05/2022 18:33;75;0;;#N/D
576369;wet rusty;20/05/2022 18:35;38;0;;#N/D
576370;LUNCH BAG SPACEBOY DESIGN ;21/05/2022 08:00;20;1.65;15981;21/05/2022
576371;MISTLETOE HEART WREATH GREEN;21/05/2022 08:07;4;4.15;14911;13/06/2022
576372;COFFEE MUG PEARS  DESIGN;21/05/2022 08:32;12;2.55;15144;06/06/2022
576373;BOX OF 6 MINI 50'S CRACKERS;21/05/2022 08:43;12;2.49;12640;22/05/2022
576374;EDWARDIAN PARASOL BLACK;21/05/2022 08:50;48;4.95;13777;14/06/2022
C576375;PACK OF 6 BIRDY GIFT TAGS;21/05/2022 08:52;1;1.25;16878;21/05/2022
576376;JUMBO BAG RED RETROSPOT;21/05/2022 09:11;20;2.08;16341;21/05/2022
576377;KEY RING BASEBALL BOOT ASSORTED ;21/05/2022 09:12;20;1.25;16341;21/05/2022
576378;SET OF 4 PANTRY JELLY MOULDS;21/05/2022 09:15;12;1.25;15628;10/06/2022
576379;TEA PARTY BIRTHDAY CARD;21/05/2022 09:21;12;0.42;16423;21/05/2022
576380;MAGIC DRAWING SLATE SPACEBOY ;21/05/2022 09:23;24;0.42;15419;21/05/2022
576381;GREEN CHRISTMAS TREE CARD HOLDER;21/05/2022 09:26;12;1.95;12839;12/06/2022
576382;SET/5 RED RETROSPOT LID GLASS BOWLS;21/05/2022 09:30;6;2.95;12883;21/05/2022
576383;HEART OF WICKER SMALL;21/05/2022 09:31;12;1.65;12883;21/05/2022
576384;DOORMAT KEEP CALM AND COME IN;21/05/2022 09:32;2;8.25;12883;21/05/2022
576385;OPEN CLOSED METAL SIGN;21/05/2022 09:41;7;4.95;17314;21/05/2022
576386;FELTCRAFT BUTTERFLY HEARTS;21/05/2022 09:42;70;1.25;13777;14/06/2022
576387;FELTCRAFT DOLL EMILY;21/05/2022 09:55;6;2.95;15582;21/05/2022
576388;3D TRADITIONAL CHRISTMAS STICKERS;21/05/2022 10:00;18;1.25;17510;21/05/2022
576389;Manual;21/05/2022 10:05;1;850.5;12748;14/06/2022
576390;STRAWBERRY CERAMIC TRINKET POT;21/05/2022 10:13;12;1.25;12569;12/06/2022
576391;BLUE POLKADOT BOWL;21/05/2022 10:13;1;2.46;;#N/D
576392;BLUE/CREAM STRIPE CUSHION COVER ;21/05/2022 10:17;12;1.25;15105;27/05/2022
576394;LUNCH BAG RED RETROSPOT;21/05/2022 10:32;100;1.45;12415;21/05/2022
C576393;BEACH HUT SHELF W 3 DRAWERS;21/05/2022 10:34;1;5.95;13735;21/05/2022
576395;MIRRORED DISCO BALL ;21/05/2022 10:38;6;5.95;16168;04/06/2022
576396;ANTIQUE SILVER TEA GLASS ENGRAVED;21/05/2022 10:41;12;1.25;16164;28/05/2022
576398;RETROSPOT HEART HOT WATER BOTTLE;21/05/2022 10:48;6;4.95;15758;21/05/2022
C576397;SWEET HEART CAKE CARRIER;21/05/2022 10:48;9;9.95;13081;13/06/2022
576399;SET 12 KIDS COLOUR  CHALK STICKS;21/05/2022 10:50;24;0.42;12684;07/06/2022
576400;HEART MINI PORTRAIT FRAME;21/05/2022 10:51;6;1.95;13632;21/05/2022
C576401;MODERN FLORAL STATIONERY SET;21/05/2022 10:52;144;1.25;13026;13/06/2022
C576402;POSTAGE;21/05/2022 10:54;1;7.62;13026;13/06/2022
576403;HEART SHAPED HOLLY WREATH;21/05/2022 10:56;4;4.15;15214;13/06/2022
576404;;21/05/2022 11:09;18;0;;#N/D
576405;WALL ART DOG LICENCE ;21/05/2022 11:14;3;5.95;13735;21/05/2022
576406;MINI LIGHTS WOODLAND MUSHROOMS;21/05/2022 11:17;12;3.75;13692;21/05/2022
576407;check;21/05/2022 11:18;114;0;;#N/D
576410;check;21/05/2022 11:20;32;0;;#N/D
576411;check;21/05/2022 11:20;106;0;;#N/D
C576409;TOADSTOOL BEDSIDE LIGHT ;21/05/2022 11:20;16;8.95;15298;12/06/2022
576412;PHOTO CUBE;21/05/2022 11:21;12;1.65;13455;21/05/2022
576413;check;21/05/2022 11:21;18;0;;#N/D
576414;check;21/05/2022 11:21;14;0;;#N/D
576415;;21/05/2022 11:22;4;0;;#N/D
576419;check;21/05/2022 11:23;63;0;;#N/D
576424;check;21/05/2022 11:24;16;0;;#N/D
576426;found;21/05/2022 11:24;29;0;;#N/D
576431;;21/05/2022 11:26;15;0;;#N/D
576436;check;21/05/2022 11:27;98;0;;#N/D
576447;SET OF 6 CAKE CHOPSTICKS;21/05/2022 11:30;12;1.25;13949;12/06/2022
576463;BALLOON PUMP WITH 10 BALLOONS;21/05/2022 11:37;1;1.95;17974;21/05/2022
576473;;21/05/2022 11:40;91;0;;#N/D
576503;LOVE HOT WATER BOTTLE;21/05/2022 11:56;3;5.95;17540;06/06/2022
576508;JAZZ HEARTS PURSE NOTEBOOK;21/05/2022 12:02;2;0.39;17777;21/05/2022
576509;;21/05/2022 12:03;144;0;;#N/D
576510;BOX OF 6 CHRISTMAS CAKE DECORATIONS;21/05/2022 12:05;4;3.75;14533;21/05/2022
576511;ANTIQUE HEART SHELF UNIT;21/05/2022 12:07;1;16.65;13846;21/05/2022
576512;CHEST NATURAL WOOD 20 DRAWERS;21/05/2022 12:09;4;110;15524;21/05/2022
576513;WHITE METAL LANTERN;21/05/2022 12:10;8;3.75;14715;21/05/2022
576514;RABBIT NIGHT LIGHT;21/05/2022 12:13;6;2.08;13950;03/06/2022
C576515;DOORMAT MERRY CHRISTMAS RED ;21/05/2022 12:16;4;8.25;13950;03/06/2022
576516;PINK CREAM FELT CRAFT TRINKET BOX ;21/05/2022 12:19;12;1.25;16746;10/06/2022
576517;;21/05/2022 12:25;17;0;;#N/D
576518;CHERRY BLOSSOM  DECORATIVE FLASK;21/05/2022 12:25;2;3.75;16361;05/06/2022
576519;BOX OF 6 MINI VINTAGE CRACKERS;21/05/2022 12:25;6;2.49;12676;21/05/2022
576520;PETIT TRAY CHIC;21/05/2022 12:33;3;1.65;14467;28/05/2022
576521;HAND WARMER SCOTTY DOG DESIGN;21/05/2022 12:34;24;2.1;18259;21/05/2022
576538;LANDMARK FRAME NOTTING HILL ;21/05/2022 12:42;1;12.5;14725;21/05/2022
576539;VINTAGE CHRISTMAS BUNTING;21/05/2022 12:43;25;4.95;13058;21/05/2022
576540;CHRISTMAS LIGHTS 10 REINDEER;21/05/2022 12:48;1;8.5;18043;21/05/2022
576543;ZINC FOLKART SLEIGH BELLS;21/05/2022 12:50;12;1.69;13236;21/05/2022
576547;;21/05/2022 12:54;56;0;;#N/D
576553;SMALL WHITE HEART OF WICKER;21/05/2022 12:57;4;1.65;14666;21/05/2022
576554;NATURAL SLATE HEART CHALKBOARD ;21/05/2022 12:57;6;2.95;13066;21/05/2022
576555;CAKE PLATE LOVEBIRD WHITE;21/05/2022 13:01;5;4.95;17861;11/06/2022
576556;ANTIQUE HEART SHELF UNIT;21/05/2022 13:07;2;16.65;14640;30/05/2022
576557;PINK DOUGHNUT TRINKET POT ;21/05/2022 13:07;6;1.65;14714;21/05/2022
576558;TRADITIONAL KNITTING NANCY;21/05/2022 13:07;48;1.45;17086;07/06/2022
576559;GLASS JAR ENGLISH CONFECTIONERY;21/05/2022 13:19;1;2.95;14711;04/06/2022
576560;VINTAGE CHRISTMAS BUNTING;21/05/2022 13:21;1;4.95;12877;11/06/2022
C576561;GLASS BON BON JAR;21/05/2022 13:22;1;1.65;15311;14/06/2022
576562;ZINC FOLKART SLEIGH BELLS;21/05/2022 13:24;96;1.49;14522;21/05/2022
576563;RETROSPOT HEART HOT WATER BOTTLE;21/05/2022 13:27;1;4.95;17564;21/05/2022
576564;BASKET OF TOADSTOOLS;21/05/2022 13:32;24;1.25;15311;14/06/2022
576566;;21/05/2022 13:39;68;0;;#N/D
C576565;ROCOCO WALL MIRROR WHITE;21/05/2022 13:39;4;19.95;13066;21/05/2022
576567;KEY RING BASEBALL BOOT ASSORTED ;21/05/2022 13:41;20;1.25;17220;21/05/2022
576568;WALL ART STOP FOR TEA ;21/05/2022 13:42;3;5.95;17153;21/05/2022
576569;;21/05/2022 13:45;16;0;;#N/D
576570;SET 6 PAPER TABLE LANTERN STARS ;21/05/2022 13:47;3;3.75;17220;21/05/2022
576571;JUMBO BAG RED RETROSPOT;21/05/2022 13:48;30;2.08;12950;12/06/2022
576572;RED TOADSTOOL LED NIGHT LIGHT;21/05/2022 13:49;7;1.65;15514;02/06/2022
576573;WOODEN HEART CHRISTMAS SCANDINAVIAN;21/05/2022 13:52;24;0.29;16600;10/06/2022
576574;DOORMAT KEEP CALM AND COME IN;21/05/2022 13:53;10;7.08;13078;13/06/2022
576575;DOORMAT FANCY FONT HOME SWEET HOME;21/05/2022 13:55;2;8.25;16295;05/06/2022
C576576;ANTIQUE SILVER T-LIGHT GLASS;21/05/2022 14:00;1;1.25;17521;21/05/2022
576577;T-LIGHT GLASS FLUTED ANTIQUE;21/05/2022 14:04;24;1.25;16557;21/05/2022
576578;;21/05/2022 14:05;90;0;;#N/D
576580;;21/05/2022 14:15;25;0;;#N/D
576581;JUMBO BAG VINTAGE CHRISTMAS ;21/05/2022 14:15;10;2.08;15955;21/05/2022
576585;;21/05/2022 14:17;22;0;;#N/D
576586;RABBIT NIGHT LIGHT;21/05/2022 14:22;100;1.79;12415;21/05/2022
576587;JUMBO BAG VINTAGE DOILY ;21/05/2022 14:23;3;2.08;18123;21/05/2022
576588;SMALL CERAMIC TOP STORAGE JAR ;21/05/2022 14:27;2;0.83;;#N/D
576589;WHITE HANGING HEART T-LIGHT HOLDER;21/05/2022 14:29;6;2.95;17659;11/06/2022
576590;JUMBO BAG RED RETROSPOT;21/05/2022 14:30;10;2.08;16240;06/06/2022
576591;ASSORTED TUTTI FRUTTI MIRROR;21/05/2022 14:32;72;1.06;16422;28/05/2022
576592;MOTHER'S KITCHEN SPOON REST ;21/05/2022 14:47;2;3.75;13614;21/05/2022
576593;DOG BOWL CHASING BALL DESIGN;21/05/2022 14:48;1;3.75;15720;21/05/2022
576594;;21/05/2022 14:55;1;0;;#N/D
576595;WHITE HANGING HEART T-LIGHT HOLDER;21/05/2022 14:56;96;2.55;14911;13/06/2022
576596;3 DRAWER ANTIQUE WHITE WOOD CABINET;21/05/2022 14:57;4;8.95;14911;13/06/2022
576597;CARD MOTORBIKE SANTA;21/05/2022 14:57;12;0.42;14194;10/06/2022
576598;HOT WATER BOTTLE TEA AND SYMPATHY;21/05/2022 15:05;4;4.25;13437;31/05/2022
576599;SET OF 4 NAPKIN CHARMS HEARTS;21/05/2022 15:06;6;2.55;14544;21/05/2022
576600;STRAWBERRY FAIRY CAKE TEAPOT;21/05/2022 15:08;1;4.95;18181;21/05/2022
576601;15CM CHRISTMAS GLASS BALL 20 LIGHTS;21/05/2022 15:10;1;7.95;14595;26/05/2022
576602;BOX OF 6 CHRISTMAS CAKE DECORATIONS;21/05/2022 15:20;12;3.75;14156;05/06/2022
576603;GARDENERS KNEELING PAD CUP OF TEA ;21/05/2022 15:22;12;1.65;14911;13/06/2022
576604;SMALL BONNE JAM JAR  T-LIGHT HOLDER;21/05/2022 15:23;1;2.08;13435;09/06/2022
576605;WHITE WOOD GARDEN PLANT LADDER;21/05/2022 15:33;1;9.95;14562;11/06/2022
576606;CLASSIC GLASS COOKIE JAR;21/05/2022 15:33;12;4.15;13410;06/06/2022
576607;ALPHABET STENCIL CRAFT;21/05/2022 15:42;12;1.25;12474;28/05/2022
576608;ALPHABET STENCIL CRAFT;21/05/2022 15:49;65;1.06;17381;06/06/2022
576609;POLYESTER FILLER PAD 40x40cm;21/05/2022 16:08;8;1.45;15556;21/05/2022
576610;FAIRY CAKE FLANNEL ASSORTED COLOUR;21/05/2022 16:19;18;0.79;15679;21/05/2022
576611;SET OF 6 RIBBONS VINTAGE CHRISTMAS;21/05/2022 16:29;24;2.89;17357;21/05/2022
576612;PAPER CHAIN KIT VINTAGE CHRISTMAS;21/05/2022 16:30;2;2.95;17357;21/05/2022
576613;CHRISTMAS LIGHTS 10 REINDEER;21/05/2022 16:34;24;7.65;13854;06/06/2022
576614;BAG 250g SWIRLY MARBLES;21/05/2022 16:38;1;0.85;12933;21/05/2022
576615;ROCKING HORSE GREEN CHRISTMAS ;21/05/2022 16:42;2;0.85;17231;02/06/2022
576616;REGENCY CAKESTAND 3 TIER;21/05/2022 16:56;16;10.95;14853;06/06/2022
576617;MIRROR MOSAIC CANDLE PLATE;21/05/2022 16:57;6;1.63;;#N/D
576618;NINJA RABBIT BLACK;21/05/2022 17:00;1;2.46;;#N/D
576619;;21/05/2022 17:01;1;0;;#N/D
576620;;21/05/2022 17:02;1;0;;#N/D
576622;RECYCLING BAG RETROSPOT ;21/05/2022 17:11;5;2.1;14217;13/06/2022
576623;RED RETROSPOT CAKE STAND;21/05/2022 17:12;132;4;12748;14/06/2022
576624;MULTICOLOUR HONEYCOMB FAN;21/05/2022 17:14;12;0.39;16156;06/06/2022
576625;JUMBO BAG PAISLEY PARK;21/05/2022 17:20;4;2.08;15571;03/06/2022
576626;WRAP VINTAGE LEAF DESIGN;21/05/2022 17:26;25;0.42;12890;21/05/2022
576627;FAIRY CAKE FLANNEL ASSORTED COLOUR;22/05/2022 08:25;18;0.79;14426;27/05/2022
576628;10 COLOUR SPACEBOY PEN;22/05/2022 08:28;24;0.85;13449;22/05/2022
576629;VINTAGE DOILY TRAVEL SEWING KIT;22/05/2022 08:37;10;1.95;12621;13/06/2022
576630;ROUND SNACK BOXES SET OF4 WOODLAND ;22/05/2022 08:38;18;2.95;13816;22/05/2022
576631;VINTAGE SHELLS PRINT;22/05/2022 08:53;8;5.95;16626;14/06/2022
576632;amazon adjust;22/05/2022 08:55;10;0;;#N/D
576633;HANGING  BUTTERFLY T-LIGHT HOLDER;22/05/2022 09:27;72;1.04;13297;07/06/2022
576634;RABBIT NIGHT LIGHT;22/05/2022 09:28;12;2.08;13297;07/06/2022
576635;CHILLI LIGHTS;22/05/2022 09:32;24;4.95;15269;22/05/2022
576636;TREASURE ISLAND BOOK BOX;22/05/2022 09:34;24;2.25;12912;12/06/2022
576637;PAPER CHAIN KIT 50'S CHRISTMAS ;22/05/2022 09:34;40;2.55;16079;29/05/2022
576638;WHITE SKULL HOT WATER BOTTLE ;22/05/2022 09:35;4;4.25;13890;13/06/2022
576639;LUNCH BAG PAISLEY PARK  ;22/05/2022 09:43;10;1.65;13894;23/05/2022
576640;ANTIQUE SILVER TEA GLASS ENGRAVED;22/05/2022 09:44;36;1.25;13894;23/05/2022
576641;GLITTER HEART DECORATION;22/05/2022 09:59;72;0.39;17549;22/05/2022
576642;RED GINGHAM ROSE JEWELLERY BOX;22/05/2022 09:59;8;1.95;12963;06/06/2022
576643;found;22/05/2022 10:00;6;0;;#N/D
576644;LARGE RED BABUSHKA NOTEBOOK ;22/05/2022 10:01;1;2.46;;#N/D
576645;LOVEBIRD HANGING DECORATION WHITE ;22/05/2022 10:14;12;0.85;16245;22/05/2022
576646;ROUND SNACK BOXES SET OF4 WOODLAND ;22/05/2022 10:18;6;2.95;;#N/D
C576647;GARDENIA 1 WICK MORRIS BOXED CANDLE;22/05/2022 10:23;1;1.25;15584;22/05/2022
576648;PACK OF 12 50'S CHRISTMAS TISSUES;22/05/2022 10:32;48;0.39;14057;22/05/2022
576649;ASS COLOUR GLOWING TIARAS;22/05/2022 10:32;1;0.85;16008;22/05/2022
576650;CHILDREN'S APRON DOLLY GIRL ;22/05/2022 10:34;6;2.1;14286;22/05/2022
576651;RABBIT NIGHT LIGHT;22/05/2022 10:37;6;2.08;14626;06/06/2022
576652;GLITTER CHRISTMAS STAR ;22/05/2022 10:39;9;0.39;17198;22/05/2022
576653;HOME SWEET HOME MUG;22/05/2022 10:45;72;1.45;14156;05/06/2022
576654;JUMBO  BAG BAROQUE BLACK WHITE;22/05/2022 10:55;5;2.08;15584;22/05/2022
576655;CHRISTMAS CRAFT TREE TOP ANGEL;22/05/2022 10:55;6;2.1;15687;06/06/2022
576656;EGG CUP HENRIETTA HEN CREAM ;22/05/2022 10:57;12;1.25;15687;06/06/2022
576657;JUMBO BAG PAISLEY PARK;22/05/2022 11:03;10;2.08;12720;12/06/2022
576658;LOVE HOT WATER BOTTLE;22/05/2022 11:05;1;5.95;14534;12/06/2022
576659;High Resolution Image;22/05/2022 11:09;1;21;15373;06/06/2022
576660;HOT WATER BOTTLE TEA AND SYMPATHY;22/05/2022 11:16;4;4.25;15110;22/05/2022
576661;VINTAGE DOILY JUMBO BAG RED ;22/05/2022 11:17;2;2.08;17377;22/05/2022
576662;;22/05/2022 11:19;1;0;;#N/D
576663;HOME SWEET HOME BLACKBOARD;22/05/2022 11:31;12;4.95;16157;30/05/2022
576664;VINTAGE DOILY TRAVEL SEWING KIT;22/05/2022 11:41;50;1.95;14646;13/06/2022
576665;PARISIENNE JEWELLERY DRAWER ;22/05/2022 11:46;1;7.5;17841;13/06/2022
576666;SET OF 20 KIDS COOKIE CUTTERS;22/05/2022 11:47;2;2.1;17841;13/06/2022
576667;MAGIC GARDEN FELT GARLAND ;22/05/2022 11:48;12;1.95;12963;06/06/2022
576668;PAPER BUNTING WHITE LACE;22/05/2022 11:49;80;2.55;18246;22/05/2022
576669;POSTAGE;22/05/2022 11:52;1;18;12640;22/05/2022
576671;LUNCH BAG  BLACK SKULL.;22/05/2022 11:55;10;1.65;14385;05/06/2022
C576670;JUMBO BAG APPLES;22/05/2022 11:55;1;2.08;16393;12/06/2022
576672;RABBIT NIGHT LIGHT;22/05/2022 11:59;72;1.79;12731;22/05/2022
576673;adjustment;22/05/2022 11:59;4;0;;#N/D
576674;damaged;22/05/2022 12:00;36;0;;#N/D
576675;adjustment;22/05/2022 12:01;3;0;;#N/D
576676;HEART OF WICKER SMALL;22/05/2022 12:03;12;1.65;16855;22/05/2022
576677;SPACEBOY LUNCH BOX ;22/05/2022 12:03;6;1.95;16393;12/06/2022
576684;LOVE HOT WATER BOTTLE;22/05/2022 12:08;12;5.95;14092;07/06/2022
576686;SUKI  SHOULDER BAG;22/05/2022 12:08;2;1.65;16916;22/05/2022
576687;CHRISTMAS RETROSPOT STAR WOOD;22/05/2022 12:13;4;0.85;13558;09/06/2022
576688;15CM CHRISTMAS GLASS BALL 20 LIGHTS;22/05/2022 12:16;12;6.95;16717;05/06/2022
576689;TRADITIONAL NAUGHTS & CROSSES;22/05/2022 12:18;15;1.65;16657;05/06/2022
576690;CHRISTMAS HANGING STAR WITH BELL;22/05/2022 12:19;24;0.39;15900;22/05/2022
576691;LOVE HOT WATER BOTTLE;22/05/2022 12:21;48;4.95;14507;22/05/2022
576692;SET 10 NIGHT OWL LIGHTS;22/05/2022 12:21;4;6.75;17412;12/06/2022
576693;ANTIQUE SILVER TEA GLASS ENGRAVED;22/05/2022 12:22;72;1.06;13199;11/06/2022
576694;RED FLORAL FELTCRAFT SHOULDER BAG;22/05/2022 12:25;4;3.75;14426;27/05/2022
576695;PAPER POCKET TRAVELING FAN ;22/05/2022 12:25;1;0.14;16469;22/05/2022
576696;RIBBON REEL LACE DESIGN ;22/05/2022 12:26;5;2.1;16669;22/05/2022
576704;DOORMAT NEW ENGLAND;22/05/2022 12:29;1;8.25;14527;12/06/2022
576734;VINTAGE JINGLE BELLS HEART;22/05/2022 12:42;4;8.25;17680;22/05/2022
576736;GLASS JAR DIGESTIVE BISCUITS;22/05/2022 12:42;12;2.95;13089;12/06/2022
576758;SET OF TEA COFFEE SUGAR TINS PANTRY;22/05/2022 12:51;2;4.95;16814;31/05/2022
576762;check;22/05/2022 13:08;20;0;;#N/D
576763;check;22/05/2022 13:09;37;0;;#N/D
576764;check;22/05/2022 13:10;114;0;;#N/D
576766;check;22/05/2022 13:11;15;0;;#N/D
576767;check;22/05/2022 13:12;17;0;;#N/D
576768;PAPER CHAIN KIT 50'S CHRISTMAS ;22/05/2022 13:13;40;2.55;13408;13/06/2022
576769;RED RETROSPOT PICNIC BAG;22/05/2022 13:14;5;2.95;13575;22/05/2022
576770;HEART OF WICKER LARGE;22/05/2022 13:16;12;2.95;13926;22/05/2022
576771;50'S CHRISTMAS PAPER GIFT BAG;22/05/2022 13:19;10;0.82;13285;22/05/2022
576772;CHRISTMAS LIGHTS 10 REINDEER;22/05/2022 13:20;24;7.65;16839;06/06/2022
576773;check;22/05/2022 13:21;90;0;;#N/D
576774;SPACEBOY CHILDRENS CUP;22/05/2022 13:21;8;1.25;13131;22/05/2022
576775;JUMBO BAG PAISLEY PARK;22/05/2022 13:21;100;1.79;13629;22/05/2022
576776;check;22/05/2022 13:22;19;0;;#N/D
576777;;22/05/2022 13:23;4;0;;#N/D
576778;VINTAGE BELLS GARLAND;22/05/2022 13:24;3;2.89;16085;22/05/2022
576779;SWEETHEART RECIPE BOOK STAND;22/05/2022 13:25;2;6.75;14554;04/06/2022
576780;VINTAGE BELLS GARLAND;22/05/2022 13:27;1;2.89;13258;03/06/2022
576781;SET OF 3 HEART COOKIE CUTTERS;22/05/2022 13:33;12;1.45;13939;22/05/2022
576782;LOVE SEAT ANTIQUE WHITE METAL;22/05/2022 13:36;4;85;17500;28/05/2022
576783;3 RAFFIA RIBBONS 50'S CHRISTMAS ;22/05/2022 13:38;10;0.79;13447;22/05/2022
576784;RABBIT NIGHT LIGHT;22/05/2022 13:40;4;2.08;16204;22/05/2022
C576785;CHARLOTTE BAG PINK POLKADOT;22/05/2022 13:51;100;0.85;14109;22/05/2022
576786;PINK BABY BUNTING;22/05/2022 13:53;5;2.95;16999;22/05/2022
576787;MINI LIGHTS WOODLAND MUSHROOMS;22/05/2022 13:54;8;3.75;13815;23/05/2022
576789;PACK OF 12 RED RETROSPOT TISSUES ;22/05/2022 13:56;24;0.39;12569;12/06/2022
C576788;CUPBOARD 3 DRAWER MA CAMPAGNE;22/05/2022 13:56;4;14.95;15344;14/06/2022
576790;SWEETHEART 3 TIER CAKE STAND ;22/05/2022 13:59;5;9.95;12569;12/06/2022
576791;FLUTED ANTIQUE CANDLE HOLDER;22/05/2022 13:59;144;0.72;17896;22/05/2022
576792;ADVENT CALENDAR GINGHAM SACK;22/05/2022 14:11;3;5.95;17596;22/05/2022
576809;LARGE WHITE HONEYCOMB PAPER BELL  ;22/05/2022 14:20;30;2.1;14851;22/05/2022
C576816;POSTAGE;22/05/2022 14:24;1;18;12569;12/06/2022
576824;LUNCH BAG APPLE DESIGN;22/05/2022 14:26;30;1.65;12910;22/05/2022
576826;CLASSIC CHROME BICYCLE BELL ;22/05/2022 14:28;24;1.45;12910;22/05/2022
576827;RAIN PONCHO RETROSPOT;22/05/2022 14:28;85;0.85;12901;06/06/2022
576828;IVORY KITCHEN SCALES;22/05/2022 14:36;1;8.5;;#N/D
576829;RETROSPOT TEA SET CERAMIC 11 PC ;22/05/2022 14:40;9;4.95;;#N/D
576830;VINTAGE HEADS AND TAILS CARD GAME ;22/05/2022 14:54;1;1.25;14898;22/05/2022
C576831;LARGE WHITE HEART OF WICKER;22/05/2022 14:56;82;2.55;12748;14/06/2022
576832;DOLLY GIRL LUNCH BOX;22/05/2022 15:01;12;1.95;13102;13/06/2022
576833;FAIRY CAKE FLANNEL ASSORTED COLOUR;22/05/2022 15:08;18;0.79;17434;12/06/2022
576834;MISTLETOE HEART WREATH GREEN;22/05/2022 15:10;8;4.15;13458;07/06/2022
576835;;22/05/2022 15:10;4;0;;#N/D
576836;PAPER CHAIN KIT 50'S CHRISTMAS ;22/05/2022 15:14;12;2.95;16191;12/06/2022
576837;60 TEATIME FAIRY CAKE CASES;22/05/2022 15:16;1;1.25;;#N/D
576838;ROTATING SILVER ANGELS T-LIGHT HLDR;22/05/2022 15:21;12;2.55;18075;22/05/2022
576839;adjustment;22/05/2022 15:21;68;0;;#N/D
576840;ASSTD DESIGN RACING CAR PEN;22/05/2022 15:23;4;3.29;;#N/D
576841;METAL SIGN TAKE IT OR LEAVE IT ;22/05/2022 15:26;1;2.95;17368;22/05/2022
576842;SET OF 3 BIRD LIGHT PINK FEATHER ;22/05/2022 15:31;24;0.39;13599;13/06/2022
576843;damaged;22/05/2022 15:32;25;0;;#N/D
576844;REINDEER HEART DECORATION GOLD;22/05/2022 15:33;144;0.72;16713;27/05/2022
576845;HORSE & PONY WALL ART;22/05/2022 15:34;6;3.75;12991;22/05/2022
576846;WIRE EGG BASKET ;22/05/2022 15:35;2;7.85;13500;22/05/2022
576847;WORLD WAR 2 GLIDERS ASSTD DESIGNS;22/05/2022 15:35;96;0.29;17017;12/06/2022
576848;CHARLIE+LOLA MY ROOM DOOR SIGN;22/05/2022 15:38;4;0.39;15051;22/05/2022
576849;HOME SWEET HOME BLACKBOARD;22/05/2022 15:39;2;4.95;13924;13/06/2022
C576850;CARD HOLDER LOVE BIRD LARGE ;22/05/2022 15:40;1;6.25;13924;13/06/2022
576851;PAPER LANTERN 9 POINT DELUXE STAR;22/05/2022 15:41;1;6.65;15967;22/05/2022
576852;JUMBO BAG DOLLY GIRL DESIGN;22/05/2022 15:45;3;2.08;16809;22/05/2022
576853;ADVENT CALENDAR GINGHAM SACK;22/05/2022 15:48;6;5.95;12971;11/06/2022
576854;PAPER CHAIN KIT 50'S CHRISTMAS ;22/05/2022 15:49;6;2.95;12993;22/05/2022
576855;SET/6 RED SPOTTY PAPER PLATES;22/05/2022 15:51;3;0.85;17757;13/06/2022
C576856;LANDMARK FRAME COVENT GARDEN ;22/05/2022 15:51;1;12.5;16912;22/05/2022
576857;WRAP VINTAGE LEAF DESIGN;22/05/2022 15:52;25;0.42;12748;14/06/2022
C576858;YELLOW GIANT GARDEN THERMOMETER;22/05/2022 15:52;1;5.95;17183;07/06/2022
576859;SET/5 RED RETROSPOT LID GLASS BOWLS;22/05/2022 15:56;8;2.55;18167;11/06/2022
576860;DOORMAT I LOVE LONDON;22/05/2022 15:58;1;8.25;17602;12/06/2022
